algo,size,joules
merge_sort,10000,0.051208000
merge_sort,10000,0.022644000
merge_sort,10000,0.031860000
merge_sort,10000,0.029358000
merge_sort,10000,0.016907000
merge_sort,10000,0.019104000
merge_sort,10000,0.024048000
merge_sort,10000,0.021851000
merge_sort,10000,0.025635000
merge_sort,10000,0.029053000
merge_sort,10000,0.025269000
merge_sort,10000,0.046264000
merge_sort,10000,0.035767000
merge_sort,10000,0.045472000
merge_sort,10000,0.026123000
merge_sort,10000,0.048157000
merge_sort,10000,0.029541000
merge_sort,10000,0.031800000
merge_sort,10000,0.049561000
merge_sort,10000,0.069519000
merge_sort,10000,0.043945000
merge_sort,10000,0.033020000
merge_sort,10000,0.023865000
merge_sort,10000,0.033386000
merge_sort,10000,0.037293000
merge_sort,10000,0.035218000
merge_sort,10000,0.022705000
merge_sort,10000,0.035279000
merge_sort,10000,0.042663000
merge_sort,10000,0.026733000
merge_sort,10000,0.017456000
merge_sort,10000,0.022460000
merge_sort,10000,0.012879000
merge_sort,10000,0.016907000
merge_sort,10000,0.019104000
merge_sort,10000,0.033203000
merge_sort,10000,0.031189000
merge_sort,10000,0.010010000
merge_sort,10000,0.022888000
merge_sort,10000,0.020508000
merge_sort,10000,0.032470000
merge_sort,10000,0.014404000
merge_sort,10000,0.024414000
merge_sort,10000,0.029358000
merge_sort,10000,0.018311000
merge_sort,10000,0.030396000
merge_sort,10000,0.019410000
merge_sort,10000,0.019471000
merge_sort,10000,0.020264000
merge_sort,10000,0.019836000
merge_sort,10000,0.018310000
merge_sort,10000,0.021240000
merge_sort,10000,0.018738000
merge_sort,10000,0.017150000
merge_sort,10000,0.016968000
merge_sort,10000,0.008911000
merge_sort,10000,0.018127000
merge_sort,10000,0.018677000
merge_sort,10000,0.032104000
merge_sort,10000,0.033387000
merge_sort,10000,0.031372000
merge_sort,10000,0.041565000
merge_sort,10000,0.034058000
merge_sort,10000,0.026245000
merge_sort,10000,0.045105000
merge_sort,10000,0.035767000
merge_sort,10000,0.072937000
merge_sort,10000,0.050842000
merge_sort,10000,0.032714000
merge_sort,10000,0.033874000
merge_sort,10000,0.050659000
merge_sort,10000,0.019043000
merge_sort,10000,0.030213000
merge_sort,10000,0.031861000
merge_sort,10000,0.041992000
merge_sort,10000,0.016174000
merge_sort,10000,0.016418000
merge_sort,10000,0.019654000
merge_sort,10000,0.028320000
merge_sort,10000,0.017884000
merge_sort,10000,0.028137000
merge_sort,10000,0.050537000
merge_sort,10000,0.032959000
merge_sort,10000,0.020447000
merge_sort,10000,0.036010000
merge_sort,10000,0.018616000
merge_sort,10000,0.029357000
merge_sort,10000,0.031005000
merge_sort,10000,0.028809000
merge_sort,10000,0.030518000
merge_sort,10000,0.018799000
merge_sort,10000,0.018494000
merge_sort,10000,0.019409000
merge_sort,10000,0.018372000
merge_sort,10000,0.021729000
merge_sort,10000,0.035645000
merge_sort,10000,0.019470000
merge_sort,10000,0.042602000
merge_sort,10000,0.032959000
merge_sort,10000,0.027526000
merge_sort,10000,0.039063000
merge_sort,10000,0.027649000
merge_sort,10000,0.019836000
merge_sort,10000,0.021362000
merge_sort,10000,0.019348000
merge_sort,10000,0.018433000
merge_sort,10000,0.046326000
merge_sort,10000,0.039489000
merge_sort,10000,0.022888000
merge_sort,10000,0.019592000
merge_sort,10000,0.032715000
merge_sort,10000,0.024719000
merge_sort,10000,0.033386000
merge_sort,10000,0.019532000
merge_sort,10000,0.049988000
merge_sort,10000,0.028931000
merge_sort,10000,0.021118000
merge_sort,10000,0.021484000
merge_sort,10000,0.021973000
merge_sort,10000,0.023255000
merge_sort,10000,0.023438000
merge_sort,10000,0.018555000
merge_sort,10000,0.024109000
merge_sort,10000,0.018921000
merge_sort,10000,0.018982000
merge_sort,10000,0.022766000
merge_sort,10000,0.019409000
merge_sort,10000,0.018371000
merge_sort,10000,0.018433000
merge_sort,10000,0.020080000
merge_sort,10000,0.020446000
merge_sort,10000,0.030335000
merge_sort,10000,0.022156000
merge_sort,10000,0.030823000
merge_sort,10000,0.020263000
merge_sort,10000,0.032043000
merge_sort,10000,0.051575000
merge_sort,10000,0.049743000
merge_sort,10000,0.029968000
merge_sort,10000,0.030090000
merge_sort,10000,0.017944000
merge_sort,10000,0.019898000
merge_sort,10000,0.020691000
merge_sort,10000,0.018677000
merge_sort,10000,0.024719000
merge_sort,10000,0.034241000
merge_sort,10000,0.065979000
merge_sort,10000,0.028686000
merge_sort,10000,0.028870000
merge_sort,10000,0.019104000
merge_sort,10000,0.037842000
merge_sort,10000,0.061706000
merge_sort,10000,0.019042000
merge_sort,10000,0.029297000
merge_sort,10000,0.035095000
merge_sort,10000,0.021362000
merge_sort,10000,0.024292000
merge_sort,10000,0.018310000
merge_sort,10000,0.023438000
merge_sort,10000,0.030518000
merge_sort,10000,0.020019000
merge_sort,10000,0.019348000
merge_sort,10000,0.020080000
merge_sort,10000,0.017212000
merge_sort,10000,0.017822000
merge_sort,10000,0.018615000
merge_sort,10000,0.019348000
merge_sort,10000,0.020508000
merge_sort,10000,0.021057000
merge_sort,10000,0.028198000
merge_sort,10000,0.020081000
merge_sort,10000,0.030640000
merge_sort,10000,0.028687000
merge_sort,10000,0.028016000
merge_sort,10000,0.020202000
merge_sort,10000,0.035950000
merge_sort,10000,0.022461000
merge_sort,10000,0.032654000
merge_sort,10000,0.050048000
merge_sort,10000,0.046021000
merge_sort,10000,0.028930000
merge_sort,10000,0.018921000
merge_sort,10000,0.022766000
merge_sort,10000,0.021790000
merge_sort,10000,0.020447000
merge_sort,10000,0.032898000
merge_sort,10000,0.019165000
merge_sort,10000,0.018676000
merge_sort,10000,0.018067000
merge_sort,10000,0.033936000
merge_sort,10000,0.026611000
merge_sort,10000,0.055298000
merge_sort,10000,0.022400000
merge_sort,10000,0.041138000
merge_sort,10000,0.061768000
merge_sort,10000,0.023071000
merge_sort,10000,0.038147000
merge_sort,10000,0.023438000
merge_sort,10000,0.028381000
merge_sort,10000,0.018676000
merge_sort,10000,0.035827000
merge_sort,10000,0.019226000
merge_sort,10000,0.040100000
merge_sort,10000,0.045959000
merge_sort,10000,0.020874000
merge_sort,10000,0.030578000
merge_sort,10000,0.031372000
merge_sort,10000,0.029236000
merge_sort,10000,0.064026000
merge_sort,10000,0.047059000
merge_sort,10000,0.030396000
merge_sort,10000,0.045349000
merge_sort,10000,0.019653000
merge_sort,10000,0.030396000
merge_sort,10000,0.022766000
merge_sort,10000,0.020019000
merge_sort,10000,0.021606000
merge_sort,10000,0.020081000
merge_sort,10000,0.020142000
merge_sort,10000,0.030090000
merge_sort,10000,0.018860000
merge_sort,10000,0.103455000
merge_sort,10000,0.018860000
merge_sort,10000,0.055969000
merge_sort,10000,0.029602000
merge_sort,10000,0.043824000
merge_sort,10000,0.036377000
merge_sort,10000,0.019836000
merge_sort,10000,0.025513000
merge_sort,10000,0.019836000
merge_sort,10000,0.029602000
merge_sort,10000,0.021362000
merge_sort,10000,0.022034000
merge_sort,10000,0.018494000
merge_sort,10000,0.020935000
merge_sort,10000,0.019958000
merge_sort,10000,0.028992000
merge_sort,10000,0.019715000
merge_sort,10000,0.020020000
merge_sort,10000,0.019348000
merge_sort,10000,0.021972000
merge_sort,10000,0.017089000
merge_sort,10000,0.025635000
merge_sort,10000,0.022278000
merge_sort,10000,0.019898000
merge_sort,10000,0.025086000
merge_sort,10000,0.026428000
merge_sort,10000,0.028930000
merge_sort,10000,0.022950000
merge_sort,10000,0.032410000
merge_sort,10000,0.028991000
merge_sort,10000,0.020691000
merge_sort,10000,0.030701000
merge_sort,10000,0.020813000
merge_sort,10000,0.022827000
merge_sort,10000,0.024964000
merge_sort,10000,0.017395000
merge_sort,10000,0.021119000
merge_sort,10000,0.019104000
merge_sort,10000,0.044800000
merge_sort,10000,0.051087000
merge_sort,10000,0.049011000
merge_sort,10000,0.029114000
merge_sort,10000,0.027649000
merge_sort,10000,0.024536000
merge_sort,10000,0.010498000
merge_sort,10000,0.015930000
merge_sort,10000,0.028137000
merge_sort,10000,0.017761000
merge_sort,10000,0.019715000
merge_sort,10000,0.019165000
merge_sort,10000,0.019532000
merge_sort,10000,0.022278000
merge_sort,10000,0.030701000
merge_sort,10000,0.033814000
merge_sort,10000,0.047668000
merge_sort,10000,0.034729000
merge_sort,10000,0.023315000
merge_sort,10000,0.025452000
merge_sort,10000,0.022277000
merge_sort,10000,0.015076000
merge_sort,10000,0.008850000
merge_sort,10000,0.018799000
merge_sort,10000,0.019165000
merge_sort,10000,0.028260000
merge_sort,10000,0.019775000
merge_sort,10000,0.031433000
merge_sort,10000,0.024719000
merge_sort,10000,0.023498000
merge_sort,10000,0.020935000
merge_sort,10000,0.026611000
merge_sort,10000,0.035767000
merge_sort,10000,0.023377000
merge_sort,10000,0.020691000
merge_sort,10000,0.027405000
merge_sort,10000,0.035950000
merge_sort,10000,0.017761000
merge_sort,10000,0.020446000
merge_sort,10000,0.020386000
merge_sort,10000,0.018677000
merge_sort,10000,0.020324000
merge_sort,10000,0.020020000
merge_sort,10000,0.022217000
merge_sort,10000,0.031250000
merge_sort,10000,0.022095000
merge_sort,10000,0.020142000
merge_sort,10000,0.020691000
merge_sort,10000,0.033813000
merge_sort,10000,0.024597000
merge_sort,10000,0.019287000
merge_sort,10000,0.017517000
merge_sort,10000,0.020569000
merge_sort,10000,0.010437000
merge_sort,10000,0.019104000
merge_sort,10000,0.020569000
merge_sort,10000,0.019958000
merge_sort,10000,0.032043000
merge_sort,10000,0.017700000
merge_sort,10000,0.040650000
merge_sort,10000,0.014709000
merge_sort,10000,0.018493000
merge_sort,10000,0.020507000
merge_sort,10000,0.033326000
merge_sort,10000,0.010010000
merge_sort,10000,0.022400000
merge_sort,10000,0.017395000
merge_sort,10000,0.032531000
merge_sort,10000,0.035340000
merge_sort,10000,0.052429000
merge_sort,10000,0.033691000
merge_sort,10000,0.037720000
merge_sort,10000,0.023011000
merge_sort,10000,0.014465000
merge_sort,10000,0.019653000
merge_sort,10000,0.019104000
merge_sort,10000,0.019592000
merge_sort,10000,0.034912000
merge_sort,10000,0.050354000
merge_sort,10000,0.035035000
merge_sort,10000,0.033570000
merge_sort,10000,0.020080000
merge_sort,10000,0.030640000
merge_sort,10000,0.032654000
merge_sort,10000,0.020935000
merge_sort,10000,0.032654000
merge_sort,10000,0.018982000
merge_sort,10000,0.037231000
merge_sort,10000,0.041321000
merge_sort,10000,0.028931000
merge_sort,10000,0.051819000
merge_sort,10000,0.019837000
merge_sort,10000,0.021789000
merge_sort,10000,0.030456000
merge_sort,10000,0.020935000
merge_sort,10000,0.020813000
merge_sort,10000,0.019471000
merge_sort,10000,0.026733000
merge_sort,10000,0.017334000
merge_sort,10000,0.025940000
merge_sort,10000,0.023438000
merge_sort,10000,0.018676000
merge_sort,10000,0.034546000
merge_sort,10000,0.012695000
merge_sort,10000,0.018738000
merge_sort,10000,0.019654000
merge_sort,10000,0.017761000
merge_sort,10000,0.033142000
merge_sort,10000,0.022278000
merge_sort,10000,0.018433000
merge_sort,10000,0.017029000
merge_sort,10000,0.020325000
merge_sort,10000,0.020874000
merge_sort,10000,0.018799000
merge_sort,10000,0.018616000
merge_sort,10000,0.038085000
merge_sort,10000,0.047730000
merge_sort,10000,0.034851000
merge_sort,10000,0.023559000
merge_sort,10000,0.064331000
merge_sort,10000,0.017151000
merge_sort,10000,0.031067000
merge_sort,10000,0.020203000
merge_sort,10000,0.029846000
merge_sort,10000,0.021118000
merge_sort,10000,0.022522000
merge_sort,10000,0.039306000
merge_sort,10000,0.024170000
merge_sort,10000,0.010559000
merge_sort,10000,0.030578000
merge_sort,10000,0.021729000
merge_sort,10000,0.018493000
merge_sort,10000,0.010620000
merge_sort,10000,0.027954000
merge_sort,10000,0.018189000
merge_sort,10000,0.015381000
merge_sort,10000,0.009949000
merge_sort,10000,0.018921000
merge_sort,10000,0.018921000
merge_sort,10000,0.016175000
merge_sort,10000,0.034302000
merge_sort,10000,0.010254000
merge_sort,10000,0.019531000
merge_sort,10000,0.024231000
merge_sort,10000,0.012817000
merge_sort,10000,0.007568000
merge_sort,10000,0.021728000
merge_sort,10000,0.020080000
merge_sort,10000,0.025574000
merge_sort,10000,0.024231000
merge_sort,10000,0.035645000
merge_sort,10000,0.037353000
merge_sort,10000,0.020080000
merge_sort,10000,0.024842000
merge_sort,10000,0.025390000
merge_sort,10000,0.021973000
merge_sort,10000,0.022766000
merge_sort,10000,0.025329000
merge_sort,10000,0.020630000
merge_sort,10000,0.021057000
merge_sort,10000,0.025208000
merge_sort,10000,0.011475000
merge_sort,10000,0.024292000
merge_sort,10000,0.019959000
merge_sort,10000,0.021972000
merge_sort,10000,0.022888000
merge_sort,10000,0.015259000
merge_sort,10000,0.013427000
merge_sort,10000,0.014283000
merge_sort,10000,0.021240000
merge_sort,10000,0.018921000
merge_sort,10000,0.029785000
merge_sort,10000,0.030639000
merge_sort,10000,0.020630000
merge_sort,10000,0.032288000
merge_sort,10000,0.020264000
merge_sort,10000,0.060364000
merge_sort,10000,0.048950000
merge_sort,10000,0.026245000
merge_sort,10000,0.033569000
merge_sort,10000,0.020813000
merge_sort,10000,0.022827000
merge_sort,10000,0.014648000
merge_sort,10000,0.008606000
merge_sort,10000,0.018982000
merge_sort,10000,0.029663000
merge_sort,10000,0.026795000
merge_sort,10000,0.025330000
merge_sort,10000,0.020691000
merge_sort,10000,0.024353000
merge_sort,10000,0.025207000
merge_sort,10000,0.022034000
merge_sort,10000,0.018860000
merge_sort,10000,0.029602000
merge_sort,10000,0.025879000
merge_sort,10000,0.018616000
merge_sort,10000,0.018738000
merge_sort,10000,0.016601000
merge_sort,10000,0.017212000
merge_sort,10000,0.019714000
merge_sort,10000,0.030945000
merge_sort,10000,0.047485000
merge_sort,10000,0.033081000
merge_sort,10000,0.017945000
merge_sort,10000,0.049927000
merge_sort,10000,0.024658000
merge_sort,10000,0.013366000
merge_sort,10000,0.018799000
merge_sort,10000,0.020264000
merge_sort,10000,0.040527000
merge_sort,10000,0.020935000
merge_sort,10000,0.021362000
merge_sort,10000,0.023682000
merge_sort,10000,0.036133000
merge_sort,10000,0.063904000
merge_sort,10000,0.051391000
merge_sort,10000,0.023681000
merge_sort,10000,0.037536000
merge_sort,10000,0.046692000
merge_sort,10000,0.051636000
merge_sort,10000,0.035523000
merge_sort,10000,0.049439000
merge_sort,10000,0.022888000
merge_sort,10000,0.019043000
merge_sort,10000,0.029052000
merge_sort,10000,0.020081000
merge_sort,10000,0.026855000
merge_sort,10000,0.025939000
merge_sort,10000,0.030762000
merge_sort,10000,0.023132000
merge_sort,10000,0.020874000
merge_sort,10000,0.020019000
merge_sort,10000,0.026611000
merge_sort,10000,0.021363000
merge_sort,10000,0.019959000
merge_sort,10000,0.018310000
merge_sort,10000,0.031799000
merge_sort,10000,0.020020000
merge_sort,10000,0.019165000
merge_sort,10000,0.021485000
merge_sort,10000,0.030091000
merge_sort,10000,0.019165000
merge_sort,10000,0.021546000
merge_sort,10000,0.021606000
merge_sort,10000,0.056030000
merge_sort,10000,0.051331000
merge_sort,10000,0.018249000
merge_sort,10000,0.042420000
merge_sort,10000,0.038940000
merge_sort,10000,0.046875000
merge_sort,10000,0.029724000
merge_sort,10000,0.054261000
merge_sort,10000,0.074463000
merge_sort,10000,0.063111000
merge_sort,10000,0.019043000
merge_sort,10000,0.022888000
merge_sort,10000,0.021973000
merge_sort,10000,0.019531000
merge_sort,10000,0.019958000
merge_sort,10000,0.049988000
merge_sort,10000,0.042847000
merge_sort,10000,0.033935000
merge_sort,10000,0.018921000
merge_sort,10000,0.031067000
merge_sort,10000,0.034546000
merge_sort,10000,0.124206000
merge_sort,10000,0.028076000
merge_sort,10000,0.019653000
merge_sort,10000,0.020630000
merge_sort,10000,0.018921000
merge_sort,10000,0.033020000
merge_sort,10000,0.010865000
merge_sort,10000,0.046204000
merge_sort,10000,0.018676000
merge_sort,10000,0.031982000
merge_sort,10000,0.107239000
merge_sort,10000,0.046265000
merge_sort,10000,0.019592000
merge_sort,10000,0.033020000
merge_sort,10000,0.041809000
merge_sort,10000,0.031983000
merge_sort,10000,0.018982000
merge_sort,10000,0.020264000
merge_sort,10000,0.031434000
merge_sort,10000,0.039611000
merge_sort,10000,0.026795000
merge_sort,10000,0.037536000
merge_sort,10000,0.069824000
merge_sort,10000,0.030884000
merge_sort,10000,0.060303000
merge_sort,10000,0.059875000
merge_sort,10000,0.032105000
merge_sort,10000,0.024292000
merge_sort,10000,0.033081000
merge_sort,10000,0.064759000
merge_sort,10000,0.063598000
merge_sort,10000,0.085510000
merge_sort,10000,0.021850000
merge_sort,10000,0.080872000
merge_sort,10000,0.032776000
merge_sort,10000,0.021789000
merge_sort,10000,0.020020000
merge_sort,10000,0.029968000
merge_sort,10000,0.032898000
merge_sort,10000,0.019898000
merge_sort,10000,0.021972000
merge_sort,10000,0.031066000
merge_sort,10000,0.019288000
merge_sort,10000,0.026673000
merge_sort,10000,0.030212000
merge_sort,10000,0.054505000
merge_sort,10000,0.032044000
merge_sort,10000,0.034668000
merge_sort,10000,0.026611000
merge_sort,10000,0.042724000
merge_sort,10000,0.098267000
merge_sort,10000,0.065369000
merge_sort,10000,0.019959000
merge_sort,10000,0.018982000
merge_sort,10000,0.028198000
merge_sort,10000,0.030212000
