algo,size,joules,time_ms
merge_sort,10000,0.133911000,14.736472000
merge_sort,10000,0.032776000,11.855379000
merge_sort,10000,0.033142000,11.446956000
merge_sort,10000,0.023620000,8.163312000
merge_sort,10000,0.033325000,11.097524000
merge_sort,10000,0.032837000,11.267762000
merge_sort,10000,0.033447000,11.265606000
merge_sort,10000,0.052124000,10.550030000
merge_sort,10000,0.042297000,11.367550000
merge_sort,10000,0.047486000,10.971862000
merge_sort,10000,0.037048000,11.138737000
merge_sort,10000,0.049439000,11.442662000
merge_sort,10000,0.054260000,11.722538000
merge_sort,10000,0.080627000,11.222237000
merge_sort,10000,0.084839000,12.102020000
merge_sort,10000,0.059265000,11.366673000
merge_sort,10000,0.060852000,11.832077000
merge_sort,10000,0.048279000,11.072353000
merge_sort,10000,0.033020000,11.256601000
merge_sort,10000,0.109375000,22.144530000
merge_sort,10000,0.052551000,13.055040000
merge_sort,10000,0.056763000,11.131618000
merge_sort,10000,0.033630000,11.143803000
merge_sort,10000,0.086792000,11.635107000
merge_sort,10000,0.049866000,11.511599000
merge_sort,10000,0.040771000,11.264645000
merge_sort,10000,0.052002000,11.657901000
merge_sort,10000,0.037048000,11.288230000
merge_sort,10000,0.064514000,12.582129000
merge_sort,10000,0.039795000,12.077782000
merge_sort,10000,0.066528000,16.800827000
merge_sort,10000,0.108826000,26.924791000
merge_sort,10000,0.063843000,16.252241000
merge_sort,10000,0.152832000,38.523916000
merge_sort,10000,0.270507000,37.445205000
merge_sort,10000,0.071717000,16.599163000
merge_sort,10000,0.056580000,15.378051000
merge_sort,10000,0.149292000,36.266878000
merge_sort,10000,0.188233000,48.469222000
merge_sort,10000,0.036255000,12.428215000
merge_sort,10000,0.145935000,34.474826000
merge_sort,10000,0.048645000,17.534956000
merge_sort,10000,0.111634000,29.008048000
merge_sort,10000,0.062866000,15.817067000
merge_sort,10000,0.058044000,15.476534000
merge_sort,10000,0.036560000,11.969429000
merge_sort,10000,0.089539000,21.330733000
merge_sort,10000,0.057434000,14.814546000
merge_sort,10000,0.036682000,12.308412000
merge_sort,10000,0.035767000,12.371241000
merge_sort,10000,0.051147000,17.665655000
merge_sort,10000,0.033996000,12.101493000
merge_sort,10000,0.051513000,13.434132000
merge_sort,10000,0.058838000,15.739906000
merge_sort,10000,0.035950000,12.468322000
merge_sort,10000,0.038147000,12.885192000
merge_sort,10000,0.044617000,10.620554000
merge_sort,10000,0.048645000,13.700612000
merge_sort,10000,0.051880000,12.210887000
merge_sort,10000,0.038513000,12.739951000
merge_sort,10000,0.036316000,12.823388000
merge_sort,10000,0.048523000,16.181724000
merge_sort,10000,0.038330000,11.157409000
merge_sort,10000,0.041504000,14.497360000
merge_sort,10000,0.061829000,13.753947000
merge_sort,10000,0.046692000,16.226134000
merge_sort,10000,0.070435000,11.550994000
merge_sort,10000,0.030701000,10.997453000
merge_sort,10000,0.046081000,11.913017000
merge_sort,10000,0.061462000,11.265387000
merge_sort,10000,0.039734000,11.403528000
merge_sort,10000,0.048034000,11.372659000
merge_sort,10000,0.049927000,11.593754000
merge_sort,10000,0.036255000,11.357177000
merge_sort,10000,0.054931000,12.956212000
merge_sort,10000,0.035889000,11.594498000
merge_sort,10000,0.050598000,12.072049000
merge_sort,10000,0.053222000,16.353053000
merge_sort,10000,0.102051000,18.072906000
merge_sort,10000,0.070007000,13.680118000
merge_sort,10000,0.034851000,11.424385000
merge_sort,10000,0.069702000,11.421697000
merge_sort,10000,0.071960000,11.732267000
merge_sort,10000,0.040161000,11.410397000
merge_sort,10000,0.038330000,11.467260000
merge_sort,10000,0.112915000,30.726479000
merge_sort,10000,0.129212000,12.310012000
merge_sort,10000,0.217163000,34.391410000
merge_sort,10000,0.177673000,29.672506000
merge_sort,10000,0.174865000,32.718680000
merge_sort,10000,0.133790000,33.856663000
merge_sort,10000,0.119202000,36.058403000
merge_sort,10000,0.105042000,30.157463000
merge_sort,10000,0.058960000,19.552561000
merge_sort,10000,0.203919000,52.723804000
merge_sort,10000,0.069824000,22.153057000
merge_sort,10000,0.056458000,16.305644000
merge_sort,10000,0.073486000,24.429461000
merge_sort,10000,0.077393000,26.299359000
merge_sort,10000,0.069031000,20.320621000
merge_sort,10000,0.074036000,21.211268000
merge_sort,10000,0.064392000,17.327931000
merge_sort,10000,0.045044000,12.460039000
merge_sort,10000,0.067627000,16.116937000
merge_sort,10000,0.040894000,11.812915000
merge_sort,10000,0.049866000,12.259350000
merge_sort,10000,0.051269000,12.016801000
merge_sort,10000,0.037658000,11.116499000
merge_sort,10000,0.048829000,11.186931000
merge_sort,10000,0.049377000,11.283981000
merge_sort,10000,0.033386000,11.841909000
merge_sort,10000,0.052734000,11.597312000
merge_sort,10000,0.063171000,11.777210000
merge_sort,10000,0.035034000,10.795194000
merge_sort,10000,0.050232000,11.125738000
merge_sort,10000,0.064575000,11.356229000
merge_sort,10000,0.041260000,11.340827000
merge_sort,10000,0.073425000,11.055209000
merge_sort,10000,0.042053000,11.204975000
merge_sort,10000,0.044312000,11.552913000
merge_sort,10000,0.066956000,11.745517000
merge_sort,10000,0.123047000,11.317361000
merge_sort,10000,0.068298000,12.013271000
merge_sort,10000,0.049622000,11.550064000
merge_sort,10000,0.101379000,11.796735000
merge_sort,10000,0.094604000,11.906871000
merge_sort,10000,0.079284000,11.693376000
merge_sort,10000,0.033631000,11.344819000
merge_sort,10000,0.052491000,10.928666000
merge_sort,10000,0.111756000,11.630318000
merge_sort,10000,0.040649000,11.328556000
merge_sort,10000,0.045410000,12.101688000
