algo,size,joules,time_ms
quick_sort,10000,0.062256000,4.503470000
quick_sort,10000,0.013733000,0.848061000
quick_sort,10000,0.014831000,0.876599000
quick_sort,10000,0.011963000,1.104274000
quick_sort,10000,0.007263000,1.026230000
quick_sort,10000,0.008301000,0.856068000
quick_sort,10000,0.018738000,0.934314000
quick_sort,10000,0.019715000,1.235825000
quick_sort,10000,0.006836000,1.412864000
quick_sort,10000,0.007568000,0.839948000
quick_sort,10000,0.009033000,0.913569000
quick_sort,10000,0.008911000,1.057394000
quick_sort,10000,0.008300000,0.871141000
quick_sort,10000,0.008118000,0.861896000
quick_sort,10000,0.009277000,0.855795000
quick_sort,10000,0.008606000,0.954179000
quick_sort,10000,0.024475000,0.931306000
quick_sort,10000,0.017944000,1.131669000
quick_sort,10000,0.031983000,1.183000000
quick_sort,10000,0.008423000,0.891908000
quick_sort,10000,0.008666000,0.877277000
quick_sort,10000,0.039917000,2.113830000
quick_sort,10000,0.008362000,0.877746000
quick_sort,10000,0.016479000,1.280297000
quick_sort,10000,0.023804000,2.335064000
quick_sort,10000,0.018005000,1.251397000
quick_sort,10000,0.052978000,3.927611000
quick_sort,10000,0.018616000,1.805661000
quick_sort,10000,0.028137000,2.890139000
quick_sort,10000,0.018860000,1.066785000
quick_sort,10000,0.050476000,2.311260000
quick_sort,10000,0.032654000,2.022049000
quick_sort,10000,0.075501000,5.381777000
quick_sort,10000,0.008606000,0.893004000
quick_sort,10000,0.055176000,2.850636000
quick_sort,10000,0.044983000,2.815932000
quick_sort,10000,0.017517000,2.108607000
quick_sort,10000,0.027954000,2.177496000
quick_sort,10000,0.025269000,1.026809000
quick_sort,10000,0.010620000,0.894456000
quick_sort,10000,0.017640000,1.895509000
quick_sort,10000,0.017578000,0.858921000
quick_sort,10000,0.007386000,0.864378000
quick_sort,10000,0.015991000,0.951171000
quick_sort,10000,0.043030000,3.483365000
quick_sort,10000,0.026489000,0.833855000
quick_sort,10000,0.041687000,2.795854000
quick_sort,10000,0.076843000,5.754939000
quick_sort,10000,0.008179000,0.847957000
quick_sort,10000,0.070130000,4.075264000
quick_sort,10000,0.022278000,2.923320000
quick_sort,10000,0.033447000,3.798666000
quick_sort,10000,0.048767000,2.606352000
quick_sort,10000,0.017944000,1.813201000
quick_sort,10000,0.012329000,1.472592000
quick_sort,10000,0.036377000,0.867264000
quick_sort,10000,0.027527000,2.500906000
quick_sort,10000,0.022400000,1.403386000
quick_sort,10000,0.015564000,1.185788000
quick_sort,10000,0.009521000,0.863732000
quick_sort,10000,0.023621000,1.133460000
quick_sort,10000,0.016235000,0.972148000
quick_sort,10000,0.010498000,0.846038000
quick_sort,10000,0.054199000,5.532059000
quick_sort,10000,0.017823000,2.284311000
quick_sort,10000,0.097107000,1.193819000
quick_sort,10000,0.056213000,3.602034000
quick_sort,10000,0.008606000,1.710695000
quick_sort,10000,0.012573000,0.856404000
quick_sort,10000,0.016479000,1.150753000
quick_sort,10000,0.011718000,0.928511000
quick_sort,10000,0.008178000,0.837074000
quick_sort,10000,0.008972000,0.898236000
quick_sort,10000,0.010254000,0.890727000
quick_sort,10000,0.009460000,0.865157000
quick_sort,10000,0.009338000,0.891429000
quick_sort,10000,0.030579000,0.965132000
quick_sort,10000,0.034607000,1.023079000
quick_sort,10000,0.007996000,1.239575000
quick_sort,10000,0.008911000,0.947938000
quick_sort,10000,0.017212000,1.014283000
quick_sort,10000,0.011596000,0.870433000
quick_sort,10000,0.014587000,1.059876000
quick_sort,10000,0.008301000,0.942812000
quick_sort,10000,0.008423000,1.303104000
quick_sort,10000,0.007690000,0.851197000
quick_sort,10000,0.016235000,1.081263000
quick_sort,10000,0.013000000,0.907566000
quick_sort,10000,0.018311000,1.102426000
quick_sort,10000,0.008972000,1.027523000
quick_sort,10000,0.007874000,0.941897000
quick_sort,10000,0.016602000,0.937988000
quick_sort,10000,0.009644000,0.870172000
quick_sort,10000,0.018676000,1.271997000
quick_sort,10000,0.013794000,0.927565000
quick_sort,10000,0.034668000,0.891204000
quick_sort,10000,0.017700000,1.378482000
quick_sort,10000,0.008423000,0.865650000
quick_sort,10000,0.007935000,0.882056000
quick_sort,10000,0.007995000,0.891857000
quick_sort,10000,0.014893000,0.869331000
quick_sort,10000,0.016968000,0.992242000
quick_sort,10000,0.013122000,0.924559000
quick_sort,10000,0.018555000,0.937754000
quick_sort,10000,0.008240000,1.117250000
quick_sort,10000,0.016602000,2.062288000
quick_sort,10000,0.054749000,3.551208000
quick_sort,10000,0.017028000,1.672529000
quick_sort,10000,0.009094000,0.867015000
quick_sort,10000,0.008362000,0.862868000
quick_sort,10000,0.016053000,0.890493000
quick_sort,10000,0.015930000,0.996979000
quick_sort,10000,0.016113000,0.953842000
quick_sort,10000,0.018311000,1.883937000
quick_sort,10000,0.015442000,1.617267000
quick_sort,10000,0.039063000,3.227855000
quick_sort,10000,0.023986000,2.253659000
quick_sort,10000,0.035584000,0.869673000
quick_sort,10000,0.060669000,3.080621000
quick_sort,10000,0.049255000,3.925840000
quick_sort,10000,0.018860000,0.841290000
quick_sort,10000,0.017822000,1.252047000
quick_sort,10000,0.008911000,0.886753000
quick_sort,10000,0.066712000,0.861797000
quick_sort,10000,0.062927000,3.950689000
quick_sort,10000,0.024414000,1.990994000
quick_sort,10000,0.017029000,2.704671000
quick_sort,10000,0.025208000,2.910146000
quick_sort,10000,0.018616000,1.718720000
quick_sort,10000,0.042297000,2.913741000
quick_sort,10000,0.012756000,0.832232000
quick_sort,10000,0.017762000,2.339271000
quick_sort,10000,0.033386000,1.992101000
quick_sort,10000,0.065979000,3.668174000
quick_sort,10000,0.032898000,2.420200000
quick_sort,10000,0.025390000,2.857951000
quick_sort,10000,0.023499000,1.779675000
quick_sort,10000,0.051392000,3.684043000
quick_sort,10000,0.017456000,1.968192000
quick_sort,10000,0.032776000,3.322689000
quick_sort,10000,0.056153000,2.898598000
quick_sort,10000,0.016845000,1.719878000
quick_sort,10000,0.029053000,0.987209000
quick_sort,10000,0.008850000,0.849591000
quick_sort,10000,0.057556000,4.013286000
quick_sort,10000,0.034606000,3.918921000
quick_sort,10000,0.056519000,3.004742000
quick_sort,10000,0.008606000,0.866506000
quick_sort,10000,0.025940000,2.551747000
quick_sort,10000,0.061829000,4.804850000
quick_sort,10000,0.086853000,0.840200000
quick_sort,10000,0.016419000,2.107358000
quick_sort,10000,0.015075000,1.146390000
quick_sort,10000,0.012451000,0.955335000
quick_sort,10000,0.008911000,0.890863000
quick_sort,10000,0.008361000,0.888179000
quick_sort,10000,0.009033000,0.972569000
quick_sort,10000,0.013366000,0.961349000
quick_sort,10000,0.009826000,0.838786000
