algo,size,joules,time_ms
bubble_sort,10000,1.311401000,271.167772000
bubble_sort,10000,0.843445000,268.298359000
bubble_sort,10000,1.237305000,308.173350000
bubble_sort,10000,2.212281000,355.860692000
bubble_sort,10000,1.493897000,325.768293000
bubble_sort,10000,0.983277000,267.784787000
bubble_sort,10000,0.923645000,262.717710000
bubble_sort,10000,1.066894000,265.084650000
bubble_sort,10000,0.954468000,260.325123000
bubble_sort,10000,0.940246000,263.198962000
bubble_sort,10000,0.910705000,261.909928000
bubble_sort,10000,0.931763000,261.336860000
bubble_sort,10000,1.028686000,260.879202000
bubble_sort,10000,0.981445000,264.815754000
bubble_sort,10000,1.070069000,264.479038000
bubble_sort,10000,0.972900000,264.747246000
bubble_sort,10000,1.031616000,262.951622000
bubble_sort,10000,1.027710000,271.391699000
bubble_sort,10000,1.025513000,270.377503000
bubble_sort,10000,1.133423000,267.961934000
bubble_sort,10000,1.094665000,274.922854000
bubble_sort,10000,1.415650000,304.014678000
bubble_sort,10000,1.246155000,289.141645000
bubble_sort,10000,0.935181000,267.289218000
bubble_sort,10000,1.123658000,265.586022000
bubble_sort,10000,0.896484000,262.234164000
bubble_sort,10000,1.020874000,259.765456000
bubble_sort,10000,0.984863000,271.342302000
bubble_sort,10000,0.885987000,260.558786000
bubble_sort,10000,0.963440000,267.333945000
bubble_sort,10000,0.932251000,261.994592000
bubble_sort,10000,1.027710000,269.720342000
bubble_sort,10000,0.996643000,264.610486000
bubble_sort,10000,0.917297000,263.920145000
bubble_sort,10000,1.047668000,265.742135000
bubble_sort,10000,1.054993000,266.141504000
bubble_sort,10000,1.032470000,264.906544000
bubble_sort,10000,1.086792000,266.926618000
bubble_sort,10000,0.929078000,260.827114000
bubble_sort,10000,1.368470000,302.753934000
bubble_sort,10000,1.253967000,296.483749000
bubble_sort,10000,0.917908000,262.384418000
bubble_sort,10000,1.034791000,264.669121000
bubble_sort,10000,1.007080000,264.025363000
bubble_sort,10000,0.950134000,262.802994000
bubble_sort,10000,0.960633000,267.740230000
bubble_sort,10000,0.901855000,261.425248000
bubble_sort,10000,0.960815000,263.759171000
bubble_sort,10000,0.948791000,262.954023000
bubble_sort,10000,0.985351000,270.798546000
bubble_sort,10000,0.967285000,264.023975000
bubble_sort,10000,1.000061000,264.532490000
bubble_sort,10000,0.984436000,263.888678000
bubble_sort,10000,1.091674000,264.379716000
bubble_sort,10000,0.992249000,266.183620000
bubble_sort,10000,0.929626000,262.304429000
bubble_sort,10000,1.095093000,265.237714000
bubble_sort,10000,1.083740000,264.733788000
bubble_sort,10000,1.319763000,292.754582000
bubble_sort,10000,1.220581000,307.968255000
bubble_sort,10000,0.934754000,266.829993000
bubble_sort,10000,1.026794000,263.852986000
bubble_sort,10000,0.948608000,260.683106000
bubble_sort,10000,0.999024000,263.674295000
bubble_sort,10000,0.991455000,261.177363000
bubble_sort,10000,1.596070000,341.209276000
bubble_sort,10000,1.901672000,432.476200000
bubble_sort,10000,1.536682000,369.239276000
bubble_sort,10000,1.055420000,264.196502000
bubble_sort,10000,0.996766000,265.126533000
bubble_sort,10000,1.069031000,265.844244000
bubble_sort,10000,0.997376000,268.412818000
bubble_sort,10000,0.954041000,262.943966000
bubble_sort,10000,0.878723000,260.813021000
bubble_sort,10000,1.078919000,277.376852000
bubble_sort,10000,1.457459000,327.034911000
bubble_sort,10000,1.306580000,301.939988000
bubble_sort,10000,1.104797000,287.683630000
bubble_sort,10000,0.943421000,261.907989000
bubble_sort,10000,0.873779000,263.293552000
bubble_sort,10000,1.077149000,265.636114000
bubble_sort,10000,1.089295000,269.017043000
bubble_sort,10000,0.961548000,262.538887000
bubble_sort,10000,1.061767000,266.784560000
bubble_sort,10000,0.957031000,262.200472000
bubble_sort,10000,0.913330000,262.864770000
bubble_sort,10000,1.062316000,262.115010000
bubble_sort,10000,1.005249000,265.073177000
bubble_sort,10000,0.954834000,262.333728000
bubble_sort,10000,1.074768000,271.474159000
bubble_sort,10000,0.989563000,262.323503000
bubble_sort,10000,0.960876000,258.634652000
bubble_sort,10000,1.049744000,264.802924000
