algo,size,freq_mhz,joules,time_ms
fannkuchredux,10,1900,1.600281000,253.653772000
binarytrees,16,1900,1.172791000,156.527270000
mandelbrot,1000,1900,0.842346000,126.703133000
nbody,10000000,1900,7.868897000,1317.812198000
fasta,2500000,1900,2.714905000,424.179385000
spectralnorm,3000,2000,7.885620000,1600.962418000
knucleotide,250000,2000,0.862183000,120.261748000
fannkuchredux,10,2000,1.524658000,240.118440000
binarytrees,16,2000,1.704834000,200.242409000
mandelbrot,1000,2000,2.431580000,293.683061000
nbody,10000000,2000,16.413025000,2024.538444000
fasta,2500000,2000,2.622131000,422.441009000
spectralnorm,3000,2100,7.793396000,1608.346278000
knucleotide,250000,2100,1.574096000,176.179378000
fannkuchredux,10,2100,1.904907000,277.873942000
binarytrees,16,2100,1.096435000,153.269188000
mandelbrot,1000,2100,0.884949000,127.177824000
nbody,10000000,2100,7.102111000,1289.106864000
fasta,2500000,2100,2.586364000,422.254481000
spectralnorm,3000,2200,8.669433000,1627.911573000
knucleotide,250000,2200,0.772705000,117.169873000
fannkuchredux,10,2200,1.569275000,250.455385000
binarytrees,16,2200,1.368958000,165.753079000
mandelbrot,1000,2200,0.825134000,125.436608000
nbody,10000000,2200,7.613403000,1317.143880000
fasta,2500000,2200,3.678711000,499.430370000
spectralnorm,3000,2300,8.001709000,1610.839963000
knucleotide,250000,2300,0.831238000,118.609467000
fannkuchredux,10,2300,1.782470000,241.613753000
binarytrees,16,2300,1.389038000,165.061521000
mandelbrot,1000,2300,0.708801000,127.502369000
nbody,10000000,2300,7.039795000,1287.677708000
fasta,2500000,2300,3.051575000,433.435931000
spectralnorm,3000,2400,8.000855000,1608.181421000
knucleotide,250000,2400,0.809632000,118.539838000
fannkuchredux,10,2400,1.521240000,237.480055000
binarytrees,16,2400,1.156555000,153.804313000
mandelbrot,1000,2400,0.723083000,125.275714000
nbody,10000000,2400,8.099366000,1323.504061000
fasta,2500000,2400,2.535949000,419.976655000
spectralnorm,3000,2500,8.741760000,1662.632300000
knucleotide,250000,2500,0.803527000,120.699431000
fannkuchredux,10,2500,1.671264000,255.776488000
binarytrees,16,2500,1.132202000,155.689183000
mandelbrot,1000,2500,0.821656000,126.436732000
nbody,10000000,2500,7.115173000,1315.057828000
fasta,2500000,2500,2.696655000,443.821143000
spectralnorm,3000,2600,7.777466000,1603.825528000
knucleotide,250000,2600,0.802429000,117.330917000
fannkuchredux,10,2600,1.535157000,243.412233000
binarytrees,16,2600,1.110840000,152.750866000
mandelbrot,1000,2600,0.733826000,126.002409000
nbody,10000000,2600,7.560486000,1315.537283000
fasta,2500000,2600,2.545898000,410.145365000
spectralnorm,3000,2700,7.787232000,1601.320260000
knucleotide,250000,2700,0.777527000,115.660744000
fannkuchredux,10,2700,1.555176000,250.412143000
binarytrees,16,2700,1.140015000,155.574283000
mandelbrot,1000,2700,1.071716000,134.853284000
nbody,10000000,2700,8.227356000,1355.972144000
fasta,2500000,2700,2.628906000,423.772827000
spectralnorm,3000,2800,8.256286000,1606.726650000
knucleotide,250000,2800,1.261596000,139.047652000
fannkuchredux,10,2800,2.236877000,278.346204000
binarytrees,16,2800,1.139343000,154.223676000
mandelbrot,1000,2800,0.877319000,127.225469000
nbody,10000000,2800,7.191101000,1316.637625000
fasta,2500000,2800,2.622009000,428.978859000
spectralnorm,3000,2900,8.398071000,1644.302722000
knucleotide,250000,2900,0.784485000,118.245722000
fannkuchredux,10,2900,1.508362000,240.624179000
binarytrees,16,2900,1.153137000,154.501872000
mandelbrot,1000,2900,0.692566000,126.632246000
nbody,10000000,2900,6.977661000,1296.197722000
fasta,2500000,2900,2.391784000,391.312134000
spectralnorm,3000,3000,7.935242000,1604.101520000
knucleotide,250000,3000,0.767273000,118.084059000
fannkuchredux,10,3000,1.507446000,239.226972000
binarytrees,16,3000,1.141663000,154.921015000
mandelbrot,1000,3000,0.662415000,124.904143000
nbody,10000000,3000,7.604309000,1314.198630000
fasta,2500000,3000,3.593750000,474.232061000
spectralnorm,3000,3100,7.772216000,1610.470149000
knucleotide,250000,3100,0.806152000,118.695133000
fannkuchredux,10,3100,2.724732000,310.576013000
binarytrees,16,3100,1.273010000,163.072412000
mandelbrot,1000,3100,0.703796000,126.558855000
nbody,10000000,3100,7.203614000,1316.353201000
fasta,2500000,3100,2.898804000,425.357108000
spectralnorm,3000,3200,8.967286000,1621.714167000
knucleotide,250000,3200,0.812561000,120.618689000
fannkuchredux,10,3200,1.569641000,252.497337000
binarytrees,16,3200,1.157653000,155.974048000
mandelbrot,1000,3200,0.675416000,124.458317000
nbody,10000000,3200,7.179871000,1315.954607000
fasta,2500000,3200,2.355468000,389.005524000
spectralnorm,3000,3300,7.610413000,1603.936613000
knucleotide,250000,3300,0.906860000,117.593706000
fannkuchredux,10,3300,1.486694000,236.166616000
binarytrees,16,3300,1.158203000,155.407023000
mandelbrot,1000,3300,0.879394000,126.650778000
nbody,10000000,3300,7.635681000,1318.103653000
fasta,2500000,3300,3.200012000,438.366483000
spectralnorm,3000,3400,7.603760000,1588.466550000
knucleotide,250000,3400,0.866211000,121.116405000
fannkuchredux,10,3400,1.593139000,248.866044000
binarytrees,16,3400,1.148559000,155.690238000
mandelbrot,1000,3400,0.714295000,124.296028000
nbody,10000000,3400,8.295593000,1329.386739000
fasta,2500000,3400,2.922425000,429.357517000
spectralnorm,3000,3500,8.624329000,1629.192674000
knucleotide,250000,3500,0.876648000,120.575122000
fannkuchredux,10,3500,1.623718000,253.120588000
binarytrees,16,3500,1.281555000,155.125974000
mandelbrot,1000,3500,1.073914000,140.410714000
nbody,10000000,3500,7.401489000,1315.220077000
fasta,2500000,3500,2.761108000,428.914180000
