algo,size,freq_mhz,joules,time_ms
mandelbrot_v2,1000,800,0.305481000,111.980372000
mandelbrot_v2,1000,800,0.323853000,116.678587000
mandelbrot_v2,1000,800,0.412476000,118.195924000
mandelbrot_v2,1000,800,0.436462000,128.156822000
mandelbrot_v2,1000,800,0.483155000,138.532241000
mandelbrot_v2,1000,800,1.029541000,297.179239000
mandelbrot_v2,1000,800,0.812195000,242.481679000
mandelbrot_v2,1000,800,0.439026000,119.505500000
mandelbrot_v2,1000,800,0.552368000,143.611233000
mandelbrot_v2,1000,800,0.447083000,138.015870000
mandelbrot_v2,1000,800,0.311706000,113.412659000
mandelbrot_v2,1000,800,0.306213000,112.269760000
mandelbrot_v2,1000,800,0.319520000,112.980816000
mandelbrot_v2,1000,800,0.317017000,112.368211000
mandelbrot_v2,1000,800,0.387817000,114.128140000
mandelbrot_v2,1000,800,0.315430000,112.646040000
mandelbrot_v2,1000,800,0.369507000,113.305308000
mandelbrot_v2,1000,800,0.310669000,111.948549000
mandelbrot_v2,1000,800,0.305115000,112.513163000
mandelbrot_v2,1000,800,0.304932000,111.961910000
mandelbrot_v2,1000,800,0.306519000,112.349940000
mandelbrot_v2,1000,800,0.305664000,112.384267000
mandelbrot_v2,1000,800,0.324158000,118.024683000
mandelbrot_v2,1000,800,0.344543000,112.127505000
mandelbrot_v2,1000,800,0.312622000,113.195511000
mandelbrot_v2,1000,800,0.366577000,113.314088000
mandelbrot_v2,1000,800,0.310058000,112.608822000
mandelbrot_v2,1000,800,0.307129000,111.755686000
mandelbrot_v2,1000,800,0.306031000,112.016200000
mandelbrot_v2,1000,800,0.307190000,111.996872000
mandelbrot_v2,1000,800,0.305664000,112.085073000
mandelbrot_v2,1000,800,0.305725000,111.712446000
mandelbrot_v2,1000,800,0.307251000,111.999136000
mandelbrot_v2,1000,800,0.361083000,113.405186000
mandelbrot_v2,1000,800,0.318909000,112.193661000
mandelbrot_v2,1000,800,0.306458000,111.833009000
mandelbrot_v2,1000,800,0.311157000,112.454296000
mandelbrot_v2,1000,800,0.306274000,111.836513000
mandelbrot_v2,1000,800,0.306763000,111.931910000
mandelbrot_v2,1000,800,0.309326000,112.877913000
mandelbrot_v2,1000,800,0.305054000,112.132248000
mandelbrot_v2,1000,800,0.304443000,111.990824000
mandelbrot_v2,1000,800,0.525451000,152.862857000
mandelbrot_v2,1000,800,0.328186000,116.141133000
mandelbrot_v2,1000,800,0.330688000,113.523105000
mandelbrot_v2,1000,800,0.497802000,134.479637000
mandelbrot_v2,1000,800,0.539002000,147.056421000
mandelbrot_v2,1000,800,0.474121000,127.592972000
mandelbrot_v2,1000,800,0.506470000,141.742931000
mandelbrot_v2,1000,800,0.335754000,117.525885000
mandelbrot_v2,1000,800,0.406860000,114.855851000
mandelbrot_v2,1000,800,0.312745000,112.756601000
mandelbrot_v2,1000,800,0.303650000,112.069997000
mandelbrot_v2,1000,800,0.308716000,112.563298000
mandelbrot_v2,1000,800,0.484253000,170.639384000
mandelbrot_v2,1000,800,0.300720000,111.658861000
mandelbrot_v2,1000,800,0.384461000,112.568887000
mandelbrot_v2,1000,800,0.361023000,112.675312000
mandelbrot_v2,1000,800,0.384521000,114.189579000
mandelbrot_v2,1000,800,0.382752000,134.019053000
mandelbrot_v2,1000,800,0.303345000,111.919079000
mandelbrot_v2,1000,800,0.310547000,112.451302000
mandelbrot_v2,1000,800,0.306397000,111.770157000
mandelbrot_v2,1000,800,0.309936000,112.287206000
mandelbrot_v2,1000,800,0.305115000,112.169494000
mandelbrot_v2,1000,800,0.343995000,112.822230000
mandelbrot_v2,1000,800,0.357178000,112.254129000
mandelbrot_v2,1000,800,0.387268000,116.156941000
mandelbrot_v2,1000,800,0.312073000,111.955774000
mandelbrot_v2,1000,800,0.305726000,111.996069000
mandelbrot_v2,1000,800,0.323303000,116.856852000
mandelbrot_v2,1000,800,0.305725000,112.326061000
mandelbrot_v2,1000,800,0.305969000,111.700114000
mandelbrot_v2,1000,800,0.483276000,171.619456000
mandelbrot_v2,1000,800,0.540588000,174.331481000
mandelbrot_v2,1000,800,0.498046000,170.461109000
mandelbrot_v2,1000,800,0.313049000,115.515407000
mandelbrot_v2,1000,800,0.306884000,112.170959000
mandelbrot_v2,1000,800,0.309997000,112.496595000
mandelbrot_v2,1000,800,0.311585000,112.196308000
mandelbrot_v2,1000,800,0.305237000,111.996390000
mandelbrot_v2,1000,800,0.310120000,112.645027000
mandelbrot_v2,1000,800,0.345276000,117.086008000
mandelbrot_v2,1000,800,0.404724000,142.250582000
mandelbrot_v2,1000,800,0.302612000,112.132967000
mandelbrot_v2,1000,800,0.522706000,141.921364000
mandelbrot_v2,1000,800,0.593872000,160.666060000
mandelbrot_v2,1000,800,0.451111000,121.791828000
mandelbrot_v2,1000,800,0.473205000,141.727246000
mandelbrot_v2,1000,800,0.302734000,112.106794000
mandelbrot_v2,1000,800,0.364563000,114.167396000
mandelbrot_v2,1000,800,0.311096000,112.292799000
mandelbrot_v2,1000,800,0.306397000,112.012840000
mandelbrot_v2,1000,800,0.312805000,112.415972000
mandelbrot_v2,1000,800,0.305237000,112.191949000
mandelbrot_v2,1000,800,0.312683000,113.842025000
mandelbrot_v2,1000,800,0.326721000,112.389566000
mandelbrot_v2,1000,800,0.365845000,112.791888000
mandelbrot_v2,1000,800,0.307007000,112.039643000
mandelbrot_v2,1000,800,0.370605000,113.857952000
mandelbrot_v2,1000,800,0.388733000,135.789108000
mandelbrot_v2,1000,800,0.426208000,117.613278000
mandelbrot_v2,1000,800,0.431458000,121.394679000
mandelbrot_v2,1000,800,0.457520000,126.450436000
mandelbrot_v2,1000,800,0.634399000,175.122955000
